outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
274.1	Gout	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4488	8	4480	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
274.11	Gouty arthropathy	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4485	5	4480	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
274.2	Crystal arthropathies	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4480	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
274.21	Chondrocalcinosis	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4480	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
275	Disorders of mineral metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4444	43	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.1	Disorders of iron metabolism	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4406	5	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.11	Hereditary hemochromatosis	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4402	1	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.2	Disorders of copper metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4401	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
275.3	Disorders of magnesium metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4417	16	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.5	Disorders of calcium/phosphorus metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4429	28	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.51	Hypocalcemia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4416	15	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.53	Disorders of phosphorus metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4417	16	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
275.6	Hypercalcemia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4404	3	4401	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.11	Hyperosmolality and/or hypernatremia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3700	8	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.12	Hyposmolality and/or hyponatremia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3725	33	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.13	Hyperpotassemia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3732	40	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.41	Acidosis	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3738	46	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.42	Alkalosis	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3697	5	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.6	Fluid overload	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3720	28	3692	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
276.8	Polydipsia	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3692	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
277	Other disorders of metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4449	5	4444	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
277.1	Disorders of porphyrin metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4444	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
277.2	Other disorders of purine and pyrimidine metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4444	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
277.4	Disorders of bilirubin excretion	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4447	3	4444	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
277.5	Other disorders of lipoid metabolism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4446	2	4444	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
277.51	Lipoprotein disorders	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4445	1	4444	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
277.6	Other deficiencies of circulating enzymes	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4444	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
277.7	Dysmetabolic syndrome X	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4454	10	4444	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
277.8	Carnitine deficiencies	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4444	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
278	Overweight, obesity and other hyperalimentation	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4468	11	4457	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
278.1	Obesity	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4468	11	4457	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
278.11	Morbid obesity	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4460	3	4457	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
278.3	Localized adiposity	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4457	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
279	Disorders involving the immune mechanism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4462	14	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
279.1	Immunity deficiency	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4456	8	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
279.11	Deficiency of humoral immunity	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4452	4	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
279.2	Autoimmune disease NEC	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4450	2	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
279.7	Other immunological findings	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4449	1	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
279.8	Other specified disorders involving the immune mechanism	endocrine/metabolic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4450	2	4448	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
280.2	Iron deficiency anemia secondary to blood loss (chronic)	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3857	19	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
281	Other deficiency anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3848	10	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
281.1	Megaloblastic anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3845	7	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
281.11	Pernicious anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3840	2	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
281.12	Other vitamin B12 deficiency anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3843	5	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
281.13	Folate-deficiency anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
281.9	Deficiency anemias	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3841	3	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
282.5	Sickle cell anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3865	27	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
282.8	Other hemoglobinopathies	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3841	3	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
282.9	Other hereditary hemolytic anemias	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3875	37	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
283	Acquired hemolytic anemias	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3844	6	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
283.1	Autoimmune hemolytic anemias	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3840	2	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
283.2	Non-autoimmune hemolytic anemias	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
283.21	Hemolytic-uremic syndrome	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
284	Aplastic anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3866	28	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
284.1	Pancytopenia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3853	15	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
284.2	Constitutional aplastic anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
285.2	Anemia of chronic disease	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3876	38	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
285.21	Anemia in chronic kidney disease	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3854	16	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
285.22	Anemia in neoplastic disease	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3845	7	3838	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
285.3	Sideroblastic anemia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
285.8	Hemoglobinuria	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3838	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
286.1	Congenital coagulation defects	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4275	25	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.11	Von willebrand's disease	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4258	8	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.12	Congenital deficiency of other clotting factors (including factor VII)	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4260	10	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.13	Congenital factor VIII disorder	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4261	11	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.3	Coagulation defects complicating pregnancy or postpartum	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2587	12	2575	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.4	Acquired coagulation factor deficiency	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4255	5	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4256	6	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.6	Defibrination syndrome	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4251	1	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.7	Other and unspecified coagulation defects	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4288	38	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.8	Hypercoagulable state	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4272	22	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.81	Primary hypercoagulable state	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4271	21	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
286.9	Abnormal coagulation profile	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	2	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
287.1	Spontaneous ecchymoses	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4250	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
287.2	Allergic purpura	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4251	1	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
287.31	Primary thrombocytopenia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4256	6	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
287.32	Secondary thrombocytopenia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4257	7	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
287.4	Qualitative platelet defects	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4253	3	4250	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
288.1	Decreased white blood cell count	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4129	31	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
288.11	Neutropenia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4122	24	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
288.3	Eosinophilia	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4102	4	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
289	Other diseases of blood and blood-forming organs	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4106	8	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
289.1	Myelofibrosis	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4098	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
289.4	Lymphadenitis	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4140	42	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
289.5	Diseases of spleen	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4104	6	4098	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
289.8	Polycythemia, secondary	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4092	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
289.9	Abnormality of red blood cells	hematopoietic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4098	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
290	Delirium dementia and amnestic and other cognitive disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4127	16	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
290.1	Dementias	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4113	2	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
290.11	Alzheimer's disease	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4111	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
290.12	Dementia with cerebral degenerations	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4111	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
290.13	Senile dementia	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4111	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
290.16	Vascular dementia	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4111	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
290.2	Delirium due to conditions classified elsewhere	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4123	12	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
290.3	Other persistent mental disorders due to conditions classified elsewhere	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4117	6	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
291.1	Transient mental disorders due to conditions classified elsewhere	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4112	1	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
291.4	Specific nonpsychotic mental disorders due to brain damage	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4120	9	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
291.8	Alteration of consciousness	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4160	49	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.1	Aphasia/speech disturbance	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4125	14	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.11	Aphasia	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4115	4	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.12	Symbolic dysfunction	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4112	1	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.2	Mild cognitive impairment	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4111	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
292.3	Memory loss	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4127	16	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.4	Altered mental status	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4157	46	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.5	Transient alteration of awareness	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4119	8	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
292.6	Hallucinations	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4126	15	4111	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
293	Symptoms involving head and neck	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4356	3	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4379	26	4353	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
295.2	Paranoid disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2985	8	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
295.3	Psychosis	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3020	43	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
297.2	Suicide or self-inflicted injury	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3009	32	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
300.13	Phobia	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	2977	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
300.2	Generalized anxiety & phobic disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	2977	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
300.3	Obsessive-compulsive disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3000	23	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
300.4	Dysthymic disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3024	47	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
300.8	Acute reaction to stress	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2990	13	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
301.1	Schizoid personality disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2978	1	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
301.2	Antisocial/borderline personality disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3025	48	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
302	Sexual and gender identity disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2982	5	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
302.1	Decreased libido	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	NA	2977	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
303	Psychogenic and somatoform disorders	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3012	35	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
303.1	Dissociative disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2979	2	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
303.3	Psychogenic disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2982	5	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
303.31	Gastrointestinal malfunction arising from mental factors	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2978	1	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
303.4	Somatoform disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3008	31	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
305.2	Eating disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3019	42	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
305.21	Anorexia nervosa	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2991	14	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
306	Other mental disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2996	19	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
306.1	Mental disorders durring/after pregnancy	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	1782	35	1747	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
306.9	Tension headache	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	2982	5	2977	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
312.3	Impulse control disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4149	29	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
313.2	Tics and stuttering	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4126	6	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
313.3	Autism	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4136	16	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
315.1	Learning disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4125	5	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
315.2	Speech and language disorder	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4128	8	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
315.3	Mental retardation	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4158	38	4120	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
316.1	Polyneuropathy due to drugs	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3653	1	3652	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
317.11	Alcoholic liver damage	mental disorders	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3659	7	3652	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
320	Meningitis	neurological	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4459	12	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
323	Encephalitis	neurological	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4453	6	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
323.2	Acute (transverse) myelitis	neurological	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4447	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
323.8	Encephalitis, non-infectious	neurological	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4450	3	4447	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
